text,true_label,classifier_label,classifier_conf,small_label,small_conf,large_label,large_conf
"10 doctors team up to criticize Dr. Oz for his quack medicine, but he was able to transition by claiming the signatories have a disregard for science.",high,normal,0.5631577945598564,high,0.9999417087343389,high,0.9999975938976604
"Sofia Vergara is playing defense in a legal battle initiated by her ex-fiance; Loeb is suing the Colombian-born actress, to prevent Vergara from destroying their two embryos conceived through in vitro fertilization; The suit doesn't identify the names of the actual litigants; the suit asks the court to advance the matter anonymously; the couple created the embryos while they were engaged, plan was to eventually have children together; Representatives for Vergara declined to comment.",high,normal,0.6850545797530023,normal,0.999999730042126,high,0.8438951025545426
"Hundreds of graduates of the now-defunct Corinthian, publicly declaring their refusal to pay back their loans; loans of, graduates who have, debt and no job.",high,normal,0.5670538745863347,high,0.9999756997592567,high,0.9999997342275289
"As part of the nuclear deal, the United States seeks to ensure that all Americans held by Iran go free, including Washington Post reporter Jason Rezaian.",high,normal,0.5876185372186321,high,0.9999957771655485,high,0.6926419831347361
"Research done by Ryan L. Boyd and James W. Pennebaker indicates that ""Double Falsehood"", a play first published by Lewis Theobald, was actually written more than a century earlier by Shakespeare himself.",high,normal,0.6215932292658176,high,0.9999898700186797,high,0.9999999888575036
Did journalist Krishnan Guru-Murthy go too far? The actor has agreed to an interview as part of his job.,high,normal,0.5741245184586335,high,0.9770226300899745,high,0.9999999037435734
"When the Story came to light, Henry Louis Gates said they maintained editorial control and decided what made for the most compelling program and good television, Gates decided to substitute the slavery segment for a Revolutionary War ancestor of Affleck.",high,normal,0.6666925438344811,high,0.9999987901348935,high,0.6334102636778403
"Stimler's lawyer said that the verdict was ""shocking"" and David Epstein's lawyer said that his client was grateful for the verdict.",high,normal,0.5295703334328836,high,0.9999898700041888,high,0.9999999985833905
"After an intensive investigation of the FBI's squad of violent crimes and major offenders, The agents arrest Kevone Charleston, for serial robbery. Charleston could be involved in 32 commercial robberies dating to November 2013. FBI agents chased and exchanged gunfire with the suspect, two FBI agents are injured and the suspect was shot, but his life is not threatened. The agents were treated and released.",normal,normal,0.7551768626436958,high,0.9999997300423191,high,0.7549149868676283
"The Obama administration's energy policy plan has been prejudiced against nuclear power being carbon-free. Our biggest source of carbon-free energy that generates over 60% of our carbon-free electricity is nuclear. According to Hansen, humanity's ability to circumvent dangerous climate change has been jeopardized by continued opposition to nuclear power. Contemporary emissions and implementation of plans creates the bias of how Environmental Protection Agency credits nuclear power in its models. According to EPA's model, while real world emissions increase, emission reduce.",normal,normal,0.7542770693888351,normal,0.999999352404893,normal,0.9999999954980267
"Robert Bates, 73, killed a man after thinking his gun was a taser.",normal,normal,0.6260626139714209,normal,0.9999994956528323,high,0.9999999827421723
"After running a red light, Azucena was detained, and Azucena died of asthma, in custody. Huerta also died of a self-inflicted gunshot in custody.",normal,normal,0.5701505843443821,high,0.9999994956525318,high,0.9997584337017134
"According to court papers, Michael Rapiejko, the Arizona police officer has previously faced an excessive force case in New York. Michael Rapiejko worked with the NYPD from 2003 to 2006. Two years after Rapiejko left, Colon sued Rapiejko, saying Colon was yanked from the car, handcuffed and choked in front of Colon's family during an arrest in 2005. The city settled the lawsuit for $20,000 with Colon. Rapiejko voluntarily resigned in 2006.",normal,normal,0.6581997738899157,normal,0.9998415636298248,normal,0.9987744325516169
"Ramadi's only 70 miles west of Baghdad, is the key Iraqi city that could be taken by ISIS militants. Fierce fighting has engulfed the capital of Anber province, Iraq's Sunni heartland, Falih Essawi begged the Iraqi government for air support and reinforcements against ISIS attacks, ""Just Allah knows if we will survive this"", Essawi says. Prime Minister Haider al-Abadi sought support against ISIS militants in Washington, where al-Abadi met the President of the United States, Barack Obama.",normal,normal,0.6497120709475863,normal,0.9999982396567867,normal,0.999999993749623
"A British artist, 23-year-old Daisy Bentley, has spent six years scouring the streets of cities and towns finding a fascinating if idiosyncratic, collection of scraps of paper detailing poignant pieces of other people's lives. And now a selection of the London-based artist's 1,500-note collection goes on public display in a London gallery. This display provides a reminder of the power of the handwritten word in our current era of smartphones and social media. Collecting these has also led to interesting anthropological insights into the human condition.",normal,normal,0.6951961127064121,normal,0.9947798743064415,normal,0.9999995818812769
"A New York jury is struggling to reach a verdict regarding the case of Pedro Hernandez, charged with the 1979 killing of 6-year-old Etan Patz. The case marked a time of heightened awareness of crimes against children.",normal,normal,0.716279927099144,high,0.9902915235185259,high,0.9999999942193518
"A research group from the University of Utah scanned the depth of the Yellowstone Park using seismic technology and discovered much more magma reserves than was previously known. A three-dimensional picture of the geothermal structure of Yellowstone shows three parts, the primary heat source, a magma reservoir, and the magma chamber.",normal,normal,0.7629023860504517,high,0.9999995549150542,high,0.9999999530883172
"Ernst Haas, a 20th Century celebrated photojournalist and image-maker, died in 1986. Haas, as an early member of Magnum Photos cooperative, also featured on movie sets such as ""The Greatest Story Ever Told"". Haas' work is so striking. Through the soon-to-be-released book, ""Ernst Haas: On Set"", John Jacob, the editor, reminds people what a master Haas was.",normal,normal,0.6986761236436869,high,0.9999998555019962,high,0.9999998909271806
"The consternation over the correct use of the word genocide has occurred regularly, this time quoting Pope John Paul II, Pope Francis has referred this way to the mass killing of Armenians under the Ottoman Empire a hundred years ago, that statement has upset Turkey, Turkey's Foreign Minister Mevlut Cavusoglu called the Pope's statement as unacceptable.",normal,normal,0.6416878557686428,high,0.9999251538081761,high,0.9999999677581645
"Johnita Due talks about Due's first and subsequent experience with violent demonstrations while protesting against injustice in the African American society. Due recounts Due's first protest in Miami, a peaceful one at the start while 12 years old. Due says the protest was about the acquittal of officers who were involved in the fatal beating of McDuffie leading to the man's death. They couldn't understand the court's unfair ruling.",normal,normal,0.8321396575772435,normal,0.9999993524053562,normal,0.679178699175393
"Dysart, the Emmy-winning actor, who also played Coach in, ""That Championship Season,"" has died, a private memorial is being planned.",normal,normal,0.5472384189624427,high,0.9890130573694068,high,0.9999980666433852
"It's no easy task to top the surprise and excitement of the original 2012's The Avengers, the third highest-grossing film of all time. In the ""Avengers: Age of Ultron,"" some action scenes seem lackluster and a few characters seem lost. But, despite any shortcomings, the series has a huge international fan base, so an automatic attendance of millions is guaranteed which, undoubtedly, will make the Avengers: Age of Ultron soar and go beyond the one-billion-dollar mark. Such is the overpowering force of the Avengers, which made a cinematic empire, unprecedented in Hollywood history. So much so that, ""Avengers: Infinity War Parts"" 1 and 2 are already scheduled for release in May of 2018 and 2019, respectively.",normal,normal,0.7135363168930565,normal,0.9999898699993585,normal,0.9979492564600826
"The Houthis have allied themselves with Iran, which is Saudi Arabia's rival in the Persian Gulf. The United States offered support to the Saudis to prevent Iran from ruling their border.",normal,normal,0.617467810299416,high,0.9999852610250535,high,0.9992903296008994
"There were two theories around Ray's disappearance. First, a potential connection to Jerry Sandusky's sexual abuse charges, and second, that Ray was murdered by gangs. Cyril Wecht had no evidence to support the theories.",normal,normal,0.5947375889034204,high,0.9995694429186753,high,0.9999953621311257
"After a twelve day journey, Syrian refugee makes it to Italy.",normal,normal,0.5275016065501762,high,0.9997388096809042,high,0.9999995818808781
Members of the IMU said Warren were moved among three safe houses.,normal,normal,0.6239291359305777,high,0.9999945777810301,normal,0.8128673178375734
"On Tuesday, CNN's Situation Room correspondent, Brian Todd, and photojournalist, Khalil Abdallah, happened to witness a duck and its ducklings stranded trying to cross a rainy street in Washington.",normal,normal,0.553991429333239,high,0.9998766055416773,high,0.999988156860974
"Routine stops for walking in the street or a simply broken taillight shouldn't be the reasons for anyone's death, unfortunately, in North Charleston, South Carolina, an officer killed a black man, Walter Scott, the officer's attorney, David Aylor, said Scott took Slager's taser and the man felt threatened, so Michael got the firearm and fired the weapon, but after the video appeared, horror appears too, Slager has shot Scott in the back multiple times, then the officer has taken something from the scene and has placed it near Scott's corpse, the officer was arrested by North Carolina police on murder charges.",normal,normal,0.6204461723288065,normal,0.9999995549151073,normal,0.9999998257023084
"8,480 migrants were rescued by the Italian coast guard and another 400 people could be missing.",normal,normal,0.6494020307769484,normal,0.9999938558312573,normal,0.9999339478551453
Former Malaysian ambassador to the US and Chief of Staff to the Prime Minister were among the six people that died in a helicopter crash on Saturday in Malaysia.,normal,normal,0.623905119973308,high,0.9999151888774012,high,0.9999999830097402
"ISS Progress 59 spacecraft has lost contact with flight controllers and will re-enter Earth's atmosphere, the Russian Federal Space Agency said. Russian Federal Station is fueled until the next scheduled refueling flight.",normal,normal,0.5223025057089815,high,0.9990889496736535,high,0.999999086745198
"After ESPN's reporter Britt McHenry video wildly berating a towing company's employee, CNN's Kelly Wallace used the story as a teachable moment for her daughters, ages 7 and 9 the importance of respecting other people, no matter who you are and what you go on to accomplish. Kelly has lost cool from time to time, be it on a phone call with a credit card company or a bad service at a restaurant but hangs up in disgust or storm off but never insult or demean the other person. McHenry apologized on Twitter saying that she said insulting and regrettable things, and she should always to be respectful. Britt McHenry, should learn from how the rich, famous and powerful handled stressful situations with grace and dignity. Example, after journalist Katie Hopkins seriously fat-shamed Kelly Clarkson, Clarkson gracefully responded. When Queen Bey faced immense criticism after allegedly lip-synching the national anthem in honor of President Obama's inauguration she didn't come out swinging.",normal,normal,0.7237796599056823,normal,0.9999998555019962,normal,0.9999999999433284
"The 2015 Rock and Roll Hall of Fame induction ceremony took place in Cleveland on Saturday night. At the event, former Beatle Paul McCartney pays tribute to his colleague Ringo Starr, the last of the Beatles to be inducted as a solo act. ""I've finally been invited, and I adore it,"" exclaims the happy 74-year-old drummer. Among the others receiving honors as the Rock and Roll Hall of Fame were Paul Butterfield Blues Band, early soul act The 5 Royales, vocalist Bill Withers, punk rockers Green Day, Lou Reed, Joan Jett & the Blackhearts, and Stevie Ray Vaughan. The event closed with a rousing version of the Beatles' ""I Want to Be Your Man,"" performed by pretty much all those who were able to make it out on stage.",normal,normal,0.6257555963788252,normal,0.9990889488055994,normal,0.9999999895325883
Many don't know how deep the water in the canals is.,normal,normal,0.6074613339561503,high,0.8807970779778824,normal,0.5078118642792044
There are many things that make people happy. People who live in the happiest countries have certain social behaviours. They are also part of supportive communities.,normal,normal,0.5167126454892602,normal,0.6224593312018545,normal,0.9999999999958625
Dzhokhar's brother was the other person implicated in the bombing. Tamerlan was dead in a shooting with the police.,normal,normal,0.7120565331004282,high,0.99999893229713,high,0.9999987901343165
"49- year-old Marion ""Suge"" Knight faces up to life in prison depending on the outcome of the hearing of the case of murder, attempted murder ad hit-and-run. Knight ran over two men, Terry Carter, 55, and Cle Sloan, 51, on January 29, killing Carter. The survivor, Sloan was in court but refused to testify against Kight or identify Knight as the attacker. The judge, Ronald Coen lowered Knight's bail to $10million instead of the $25 million previously charged though lawyers call it excessive.",normal,normal,0.712237796373614,normal,0.9525741268224333,high,0.9999999990853686
"According to Hansen, humanity's ability to avoid dangerous climate change has been threatened by continued opposition to nuclear power. Obama's administration's energy policy plan has been biased against nuclear power being carbon-free and generating much of our carbon-free electricity.",normal,normal,0.667994483696084,high,0.9999957771665553,high,0.9999998764043051
"Australian Prime Minister Tony Abbott announced a ""no jab, no pay"" policy, meaning that from January 2016, Australian parents who deny vaccinating their children will have their welfare benefits removed.",normal,high,0.5370090018524405,high,0.9999785550515791,high,0.9998804014219498
"After Wednesday's sentencing and jury conviction, Hernandez, 25, was sent immediately for processing at the maximum-security Massachusetts.",normal,normal,0.7255407490497965,high,0.9999980052693274,high,0.9999938558253977
"For a long time, patients have always complained that the hospital gowns make them feel belittled and demeaned. But there's now a revolution of the hospital gown, Cleveland Clinic being on the forefront. One design with a front and back V-neck, pockets and softer fabrics has received good compliments from patients saying that they feel physically and emotionally comfortable. The patient gown should be easy to manufacture in bulk, clean and easily reusable and easy for doctor examination. The new gowns are expensive, but the main hindrance to the changes is not doctors' expectations but hospital bureaucracy.",normal,normal,0.7065578442652608,normal,0.9998766054240138,high,0.9999999990853682
"O'Malley using YouTube videos as a quick way to get his opinion out there. The hiring of Maya Harris for the Clinton campaign is crucial to bringing Obama's coalition back together. In 2016, a less crowded primary schedule was made and the GOP establishment was left concerned about these changes.",normal,normal,0.5301752720654762,high,0.9999999907625526,high,0.9999998257023083
"275,000 demonstrators marched in São Paulo. Many want President Dilma Rousseff to be impeached. A corruption scandal has implicated politicians in her party. Some protesters said they'd rather see Rousseff step down.",normal,normal,0.5295824500449265,normal,0.9999957771685689,normal,0.9953181774756663
"The child actress of the '70s sitcom, ""The Partridge Family"", passed out at the age of 52, at home in Laughlin, Nevada.",normal,normal,0.7360777085035796,high,0.9999546021096511,high,0.9999992188509245
"Is ""Furious 7"" worth racing to the theater? Finishing the film in honor of co-star Paul Walker, who was killed during production in a car accident in late 2013, brought out the best in everyone. Seeing Walker in action again is bittersweet. It's said to be a movie that will stick with people.",normal,normal,0.7825097582914806,high,0.9999962733616042,high,0.9999999163709562
"Shelly Sterling, who accused Stiviano of fraud said in her lawsuit that Stiviano was essentially a gold digger who seduced her husband into lavishing her with money and gifts. Stiviano did not dispute Donald Sterling’s generosity but denied manipulating him.",normal,normal,0.6530935666067716,high,0.9999687980737282,high,0.9969721649754316
"Pedro Hernandez confessed to the killing of Etan Patz after over 7 hours of interrogation. But records of Hernandez's mental health raise questions about the dependability of the confession which was however admitted in court by a New York judge. Another suspect, Jose Antonio Ramos was at the center of investigations for Etan's case for many years. Ramos was sued by Etan's parents in 2001 and was held responsible for Etan's death and ordered to pay $2 million to the family but never paid the money and was never charged for the murder either.",normal,normal,0.7717665689244311,normal,0.9999251537724894,normal,0.9999847931596293
Authorities of Malegaon asked residents to take a 'mugshot' of their cattle for the police. Cows are considered holy there.,normal,normal,0.5498487449830485,high,0.9770226300899745,high,0.9999975175199628
"Fashion designers have given the hospital gown a facelift. Patients have claimed the old gown was demeaning. New gown designs with better fabric and pockets have made patients feel more comfortable. Hospital gowns should allow the doctor to do a quick examination, and should be easy to manufacture, clean and reuse.",normal,normal,0.6076393237556421,normal,0.9999994956528323,high,0.9999892166877771
Many people have been killed and taken hostage in an attack claimed by the terrorist group Al-Shabaab on Garissa University College in eastern Kenya. The attack is a clear indication of the fast deteriorating security in East Africa.,normal,normal,0.794208624876506,high,0.9968273171575149,high,0.9999992188516693
"The two who are students at Troy University were arrested and were being extradited to Bay County, Florida where the sexual attack occurred in March on Panama City Beach.",normal,normal,0.8219389369566376,high,0.7772998611746911,high,0.9999977396735464
"Italians are concerned that more than a million migrants from Africa are expected to arrive in Europe this year, despite hundreds who have died trying to cross the Mediterranean.",normal,normal,0.5179259602464487,normal,0.9999982396559473,normal,0.9999997897566589
"13-year-old Kaylan Bailey was at the theater with Jamison, Ashley and Veronica. Kaylan called 911 because Ashley, Jamison, and Veronica were shot. Veronica died, Ashley suffered a miscarriage, and Jamison was shot in the head. Although Bailey is not seeking the death penalty for the shooter, she would be fair for having hurt so many people.",normal,normal,0.544313779870581,normal,0.9999984465007639,normal,0.99998739305376
"According to the U.S. crew, the U.S. RC-135U plane was intercepted north of Poland, over international airspace, in an unsafe and unprofessional manner by a Russian SU-27 fighter jet.",normal,normal,0.6825646630440787,high,0.9999990577545075,high,0.999999995355122
"After the conviction of Dzhokhar Tsarnaev of 30 charges related to the 2013 Boston Marathon bombings now the real trial can begin. Seeing the seemingly insolent, unrepentant Tsarnaev being brought to justice is relieving.",normal,normal,0.6548302122947287,high,0.9890130573694068,high,0.999996910505552
"Marco Rubio has announced his run for the Republican nomination for president. Although Rubio has Hispanic roots, it won't be enough to win the Latino vote. Rubio opposes two main issues most Latinos support: Cuban relations and immigration reform. Rubio stated Obama's executive action on immigration, which is heavily favored by Hispanics, sets a ""horrifying precedent"". On Cuban policy, Rubio is stuck in the past, warning that Cuba is taking advantage of the US. Additionally, Rubio opposes Obamacare, calling for its repeal, but the Affordable Care Act has dropped the Hispanic uninsured rate by 12.3%. A lack of bold policy proposals and stale views on a fresh face won't work for Rubio or the Latino voters.",normal,normal,0.6550170061438699,normal,0.8807970779778824,high,0.9999999997166604
"For while the scars of the monstrous Civil War still remain, the wounds have closed, because of the civility of Grant and Lee.",normal,normal,0.7558484683546202,high,0.9820137900379085,high,0.9999215621087786
"The diminishing Iraqi Christian population is made up of mostly Assyrians. This minority community dates back over 4,000 years. Assyrians have now formed a militia group against ISIS.",normal,normal,0.5064500150260727,high,0.9820137900379085,high,0.9999999572864674
"According to the CDC, the bird flu represents low risk to humans, but they're planning for the worst scenario. The bird flu cannot be contracted by eating chicken or eggs.",normal,normal,0.5573641384212829,high,0.9947798743064415,high,0.9994296842929216
A cat on the internet fuels a debate involving optical illusion just after #TheDress.,normal,normal,0.7122871198508439,high,0.9995694429186753,high,0.99999976176309
"Simone Pott, NGO's spokeswoman, describes Lo Porto as a lively and positive person with many friends over the world. London Metropolitan University portray Lo Porto as a popular student who was committed to helping others. On January 19, 2012 in a US counterterrorism strike, Lo Porto was accidentally killed, according to American authorities. American Warren Weinstein, a fellow al-Qaeda hostage, died along with the native of Palermo city.",normal,normal,0.6883986782989127,normal,0.9999994284996893,normal,0.9999999935512178
"In a video footage of Alondra being taken out of school, Alondra tries to get freed from federal officers while screaming and appearing terrified. The woman claimed Alondra had been illegally taken to Mexico.",normal,normal,0.6839595175591406,high,0.99987660530635,high,0.9005297861178929
"The public has developed an increased intolerance for any form of discrimination be it racial, religious, or sexual orientation. The Governors of Arkansas and Indiana only found this out by the reactions received after signing the ""religious freedom"" bills.",normal,normal,0.6961668791285619,high,0.9992903289245849,high,0.9972423776326046
"Auschwitz which remains the most famous Holocaust trial staged in Germany is where 22 former Nazi SS soldiers were tried by German prosecutors. The German-Jewish attorney general of Hessen, Fritz Bauer conveyed an aspiration that one of the accused would come out sooner or later and say what really transpired was horrendous and they're sorry. This statement alone would have cleared the air as the whole world would relax together with all the ones still living from those killed at Auschwitz. One of the most disappointing aspects of the Holocaust trials was the turndown of the culprits to own up to their guilt. Other defendants claimed that they played no role but knew of the exterminations and others admitted taking part in the killing but did so out of fear.",normal,normal,0.8753553958089213,high,0.9999970976887067,high,0.7956581000631541
"University of Mosul, banned, hotel management. No hotels under ISIS. They have all been taken, and shut down, rented out or become, house families.",normal,normal,0.7182739767212828,high,0.9999977396778577,high,0.9999999861329361
"A Saudi general mentions that the nine-nation coalition carried out 1,200 airstrikes, and three Saudis died.",normal,normal,0.5610098143560834,normal,0.9999996940978461,normal,0.9999999962089565
"In order to seal a deal with Iran for the reduction of nuclear stockpiles and activities, the world powers met in Switzerland. The talks were focused on incentivizing Iran to cut down on nuclear energy manufacturing for the safety of the region and beyond. The framework was supported by other countries such as the United States, Russia, China, France, the United Kingdom and Germany but not Israel. Israeli Prime Minister, Netanyahu was against the deal because Netanyahu felt that it paved way for Iran to make nuclear bombs and not stop manufacturing. Israeli government officials also took ground against the framework that allowed Iran to reduce its stockpile by 98% and the number of installed centrifuges. They didn't see it as a solution. However, producing this framework was an intense journey full of confrontation and emotions.",normal,normal,0.6440093474280234,high,0.9999986290421393,normal,0.9999999981232983
Slager has been fired and charged with murder in the death of 50-year-old Walter Scott.,normal,normal,0.5241079226536395,high,0.998498817743263,normal,0.7718434978390747
"Hit song, ""When a Man Loves a Woman"" original singer, Percy Sledge, has died at 73.",normal,normal,0.6151554266853323,high,0.9999977396746242,high,0.999999976411369
"Bobbi Kristina Brown has an irreversible brain damage, the family is waiting for a miracle, grandmother says.",normal,normal,0.5895318198604456,high,0.9999785550618046,high,0.9999998874649453
"Marco Rubio has announced he wants the Republican nomination for president. Rubio has Hispanic roots but doesn't appeal to Latino voters because he opposes two main Latino issues: immigration reform and Cuban relations and policy. Rubio missed an opportunity with Hispanic voters by embracing the conservative approach to immigration. Also, Rubio isn't suited for the task of gaining Republican voters either. Rubio's stale ideas with a fresh face won't work for Latino voters.",normal,normal,0.5343306865580756,high,0.9996646498695335,high,0.9992327075871412
"President Franklin D. Roosevelt died on Thursday, April 12, 1945, which is 70 years today. Roosevelt died of a hemorrhage in Georgia. Roosevelt was the longest-serving president of the United States of America with 12 years of administration. At the time Roosevelt's second in command was Harry S. Truman so Truman therefore would step up to take Roosevelt's position as head of state. Truman's political rise was spectacular.",normal,normal,0.7171823949011625,normal,0.9980732653366725,normal,0.9999501404178728
"""Grace of Monaco"" where the actress Nicole Kidman was acting as star-turned-princess Grace Kelly, the film was a critically-panned one, which opened last year's Cannes Film Festival.",normal,normal,0.7714409557604507,high,0.9914225145862879,high,0.999999894282998
"After the Kardashian trip to Armenia, genocide stories were all over the news in Turkey. Anahid and other Armenians praised the Kardashian.",normal,high,0.53586350784924,high,0.9241418199787564,high,0.9999978092163282
"Dubai Chess and Culture Club reported that Gaioz Nigalidze was darting to the toilet to consult a smartphone, which was logged onto a chess analysis app.",normal,normal,0.6643025958680421,high,0.9999038974928589,normal,0.9999999980637244
One U.S. Army soldier was killed and others injured including an Afghan soldier after an Afghan National Army gunman unleashed fire on the U.S troops. The U.S troops were mostly Resolute Support troops accompanying a senior U.S. official to a meeting with,normal,normal,0.6854643691935246,high,0.9999993524052018,normal,0.9999999976644047
"Pence's controversial decision to sign a religious freedom law that opens the door to discrimination against gays had reservations from Indiana's Chamber of Commerce, as well as the Republican mayor of his state capital. The Indiana law signed by Pence seems to be pushing back positive steps taken by LGBT rights. Pence saw an opportunity to endear himself to a very powerful wing of his party that wants a conservative as its 2016 candidate. It seems impossible for a Republican to get through the pending primary without denouncing LGBT rights, with the potential of turning a sizeable number of American citizens into single-issue voters. Pence has received support from a fellow Republican and White House hopeful, Jeb Bush. Ironically, Pence seems to have scored a lot of points among ultraconservatives despite the backlash. Polls show voters to be gay-friendly but the state level tells a different story.",normal,normal,0.6902744093524287,high,0.679178699175393,high,0.9999999998308102
"Ursula Ward describes Odin Lloyd as the firstborn child and only son. Odin was the backbone of the family, a man of the house, Odin's sisters' keeper, a champion of the family, a gifted athlete, and a hard worker with a sense of humor. A mother's best gift. Odin's uncle described Lloyd as a respectful child, truly adored.",normal,normal,0.7407316549561107,normal,0.9999994284995529,high,0.8633916099737806
"Philippines are threatened by a possible landfall of the typhoon Maysak, that is active above Pacific Ocean. Fortunately, the storm is believed to have weakened and might become just a tropical storm when it reaches the Philippines. However, it still may cause floods and strong winds cannot be excluded.",normal,normal,0.7546413715602172,high,0.9997965728279812,normal,0.9999999998890426
"2015 ACM Awards; 10 best, 5 worst moments; full stadium; ACMs biggest audience ever.",normal,normal,0.5010591892836063,normal,0.9999998144610751,normal,0.9999999634651792
"Harry Reid, Senate Majority Leader, expressed Reid's opinion about the trade ""fast track"" authority and says that it is a good chance for Hillary Clinton to prove if Clinton's a real populist or not. Hillary Clinton was trying to walk in the middle of this argument, it was hard to paint Clinton as the ""original Elizabeth Warren"" each time Hillary Clinton equivocated on trade policy. Massachusetts senator Elizabeth Warren has publicly criticized the ""fast track"" trade authority, ""we can't afford a trade deal that undermines the government's ability to protect the American economy"", Warren says. ""I love Elizabeth, we're allies on a whole host of issues, but Warren is wrong on trade policy"", U.S. President Barack Obama says.",normal,normal,0.6713400048217443,normal,0.9999038975845005,normal,0.999999925035418
"CNN interviewed some affected people who attended the trial. Tom and Caren Teves lost their son Alex, who died protecting his girlfriend. Caren Teves said that Alex was a great person who could have achieved much more. The Teves launched a campaign called ""No notoriety"" to prevent the media from showing photos or saying the shooter's name. Caren Teves says that the tragedy generated a domino effect that goes on and on and that little by little you learn to fake it better, because carrying that weight on you each day, makes you stronger. Caren Teves added that he could not forgive the shooter because he has not apologized, and considers that the only justice would be that Alex had not died.",normal,high,0.528183035291231,normal,0.9999417087899265,normal,0.999825994564473
"Photographer Ken Hermann visited Kolkata, in India, to work on ""Flower Man"". The project portrays the men who sell flowers in Malik Ghat, by the Hooghly River, with a neutral background that enhances their appearance.",normal,normal,0.6415277159764152,high,0.9999999317440197,high,0.9999999918479794
Tiffany Montgomery was 48 when she was diagnosed with stage-4 breast cancer.,normal,high,0.5164865200449529,normal,0.9999832985622245,normal,0.9999852610180255
"Despite pleading not guilty to the charges, Hernandez has lost a lot already, including millions of dollars.",normal,high,0.5122414590890468,high,0.5,high,0.999939858482223
Marriott International Hotel chain's owner separated his personal stand for traditional marriage from the business.,normal,high,0.5330768201303772,high,0.9999251537011158,high,0.9999992661790194
"Indonesian Siti, who might be mentally ill, was the second to be executed in Saudi Arabia in a week. Philip Luther from Amnesty International claimed imposing death penalty to someone with a mental illness smacks lack of humanity.",normal,normal,0.802646459430549,high,0.9999993524049702,high,0.9999988984035894
"Putin shrugged off, questions about, impact of Western sanctions on his nation. Western sanctions were implemented after Moscow annexed Crimea.",normal,normal,0.6456372319807222,high,0.999981074851754,normal,0.9999999987883103
"On Monday, the trial of James Holmes, the Colorado theater shooter, is set to begin. Jurors will also be required to consider what happened before and after the incident in 2012. Holmes, according to authorities, went to see ""The Dark Knight Rises"" at midnight and threw two tear gas canisters into the theater before opening fire. Holmes surrendered to authorities but pleaded not guilty due to insanity after the attack that killed 12 people and injured another 70.",normal,normal,0.7456475553031858,normal,0.9999992661791944,high,0.9999998975355678
"23-year-old Conor McDonnell has over 25000 followers, great celebrity shots and is behind Instagram's most-liked photo with over 2.4 million likes.",normal,normal,0.6095700923669809,normal,0.9999952149055051,normal,0.7520125737597972
"On Saturday morning, a veterans event was headlined by Democrat Jim Webb who was on a four-day trip to Iowa. Webb stayed in Des Moines hotel and openly talked about his service and stories of the war.",normal,high,0.5312957279722943,normal,0.9999994284996893,high,0.5813030906443133
"President Maduro jokingly connected mango and ""maduro"" in Spanish which means ripe.",normal,normal,0.645118293537202,normal,0.9999999999998019,high,0.9999998874649453
"According to a survey, the church leaders and the supreme court are continuing to legalize and agree to support same-sex marriage in America.",normal,normal,0.6275195599030943,high,0.7310585786300049,normal,0.9999999997651032
"Yarmouk refugee camp near Damascus set up in the 1950s, was raided by ISIS on April 1. Life was already bad at the camp being engulfed in the Syrian conflict and ISIS' invasion just made it worse for those living there. 18,000 Palestinian refugees remain in the camp, cut off from vital aid with many including an elderly woman refusing to leave because it is their second home. One man said, ""this is Yarmouk camp and we are not leaving our homes. An elderly woman also said, "" I fled Palestine when I was seven years old but I will not leave the Yarmouk camp even if I am 75 or 76 years old."" Yarmouk camp was equal to her soul she couldn't leave.",normal,normal,0.693462251802978,normal,0.998498817743263,high,0.999999999683912
The interior ministry identified one of the attackers killed by security forces as Abdirahim Abdullahi the son of a government official. in Mandera. The Islamist Extremist group has not confined its terrorism to Somalia alone. Militants attacked Nairobi's upscale Westgate Mall and killed nearly 70 people.,normal,normal,0.6267745455799633,normal,0.9999980052702785,normal,0.9999974387177892
Hillary Clinton's statements in Iowa about both Clinton's grandparents were corrected by Clinton's campaign team. Clinton falsely stated that all Clinton's grandparents were immigrants yet only one of them actually was. Clinton's grandfather.,normal,normal,0.6558694337362077,normal,0.9975273768433652,normal,0.9996849613059187
"The 72-hour notice given to Mary, Andrew and Myuran may be postponed, but the death row will not take place sooner than three days. Australia has been up and about seeking for mercy for Myuran and Chan in an attempt to rescue the Australian nationals from the planned execution. Indonesian officials insist on carrying out the killings. All except for Serge Atlaoui will be executed.",normal,normal,0.7445024331624052,normal,0.9999994284996893,high,0.7154239957834733
"Aaron Hernandez, NFL player was charged with homicide and sentenced to life without pardon at the Massachusetts' flagship maximum-security prison. It started in 1998 in the United States and it's one of the modernistic jails with no successful breakouts in history. Souza-Baranowski Correctional Center in Shirley, about 40 miles outside downtown Boston, it's the state's newest prison called Souza. Inmates' Legal advocates relate Souza as sterile and violent at once. According to Leslie Walker the executive director of Prisoners' Legal Services of Massachusetts, it's a very dangerous prison that's now experiencing an authentic flood of opiates.",normal,normal,0.7787097972481782,normal,0.9999852610039696,normal,0.9999999523495657
"Bob Buehner, Ray's friend, said his faith was dwindling.",normal,high,0.6648082598307953,high,0.9999998362623918,high,0.9999986290427931
